,Unnamed: 0,source,author,title,description,url,urlToImage,publishedAt,content
10,10,"{'id': None, 'name': 'Electricautonomy.ca'}",Emma Jarratt,"Tesla Acquires Canadian Battery Specialist, Hibar Systems",Ontario-based company brings specialist battery manufacturing expertise to global EV giant amid talk of “Tesla’s secret battery lab”,https://electricautonomy.ca/2019/10/04/tesla-acquires-canadian-battery-specialist-hibar-systems/,https://electricautonomy.ca/wp-content/uploads/2019/10/Tesla-acquires-Canadian-battery-specialist-Hibar-Systems-Limited.png,2019-10-05T10:05:34Z,"Tesla Inc. is expanding into Canada with the purchase of a Richmond Hill, Ont., company specializing in battery manufacturing, Hibar Systems Ltd.
The quiet purchase not previously reported happened between July and October of this year, public records show.… [+5278 chars]"
11,11,"{'id': None, 'name': 'Everydayhealth.com'}",Becky Upham,Do You Really Need to Eat Less Red Meat? - Everyday Health,"New guidelines suggest there isn’t enough evidence to recommend cutting back on red meat to prevent heart disease, diabetes, and early death. But several scientists disagree with the controversial findings. Learn more about the analysis here.",https://www.everydayhealth.com/diet-nutrition/you-really-need-eat-less-red-meat/,https://images.agoramedia.com/everydayhealth/gcms/Questions-Role-of-Red-Meat-Reduction-in-Cancer-722x406.jpg,2019-10-08T01:41:24Z,"One day carbs are okay; the next they're the devil. Fat was the culprit of the obesity epidemic; now, loading up is touted as a quick-fix for weight loss. If you're a health news consumer, you're no stranger to nutrition advice that flip-flops so much it can … [+17229 chars]"
12,12,"{'id': 'the-globe-and-mail', 'name': 'The Globe And Mail'}",NaN,"The Green Leader's great expectations: How Elizabeth May nearly quit after 2015, but stayed for a showdown on climate change - The Globe and Mail","The Green Leader's great expectations: How Elizabeth May nearly quit after 2015, but stayed for a showdown on climate change The Globe and Mail Elizabeth May says minority government likely on Monday CBC.ca Green Leader Elizabeth May predicts Canadians will e…",https://www.theglobeandmail.com/canada/british-columbia/article-green-party-elizabeth-may-profile-climate-change-election/,https://www.theglobeandmail.com/resizer/zXop3L0Fa7ZkCMYeucbuwb8B43U=/1200x0/filters:quality(80)/arc-anglerfish-tgam-prod-tgam.s3.amazonaws.com/public/Y4VCATIUQVGHXHY7IY4PODG6H4.jpg,2019-10-17T00:19:33Z,"Green Leader Elizabeth May arrives for a federal election campaign stop via public transit in Longueuil, Que., on Oct. 8, 2019.
The Canadian Press
Elizabeth May is in the middle of her fourth federal election campaign as Leader of the Green party, and this … [+23147 chars]"
13,13,"{'id': 'usa-today', 'name': 'USA Today'}","USA TODAY, Ryan W. Miller, USA TODAY",Should you keep eating red meat? Controversial study says well-known health risks are just bad science,A study from the NutriRECS group published in the Annals of Internal Medicine urged adults to keep eating red meat. Doctors are now pushing back.,https://www.usatoday.com/story/news/health/2019/10/02/red-meat-study-known-health-risks-unfounded-doctors-decry-guidelines/3838947002/?utm_source=google&utm_medium=amp&utm_campaign=speakable,https://www.gannett-cdn.com/-mm-/e2d270b9efe4517242afaed0fb1542347c8a15ae/c=0-127-580-453/local/-/media/2018/08/02/USATODAY/usatsports/MotleyFool-TMOT-37c7433a-beef_large.jpg?width=3200&height=1680&fit=crop,2019-10-02T14:18:15Z,"Even vegetarians can rejoice over these new types of meat hitting the market. Here's why.
 Just the FAQs, USA TODAY
Story Highlights
A new report suggests longstanding guidelines that red meat is bad for your health may not be true.The stu… [+7080 chars]"
14,14,"{'id': None, 'name': 'Hackaday.com'}",Bob Baddeley,Better Battery Management Through Chemistry,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e…",https://hackaday.com/2019/10/07/better-battery-management-through-chemistry/,https://hackaday.com/wp-content/uploads/2019/10/Battery.jpg,2019-10-07T14:01:51Z,"The lead-acid rechargeable battery is a not-quite-modern marvel. Super reliable and easy to use, charging it is just a matter of applying a fixed voltage to it and waiting a while; eventually the battery is charged and stays topped off, and that’s it. Their e… [+8975 chars]"
15,15,"{'id': None, 'name': 'Forbes.com'}","Sandra MacGregor, Contributor, Sandra MacGregor, Contributor https://www.forbes.com/sites/sandramacgregor/",Best Hotels For A Spooky Stay This Halloween,Pining for the paranormal? Celebrate Halloween with a stay at one of the world's most haunted hotels.,https://www.forbes.com/sites/sandramacgregor/2019/10/24/best-hotels-for-a-spooky-stay-this-halloween/,https://thumbor.forbes.com/thumbor/600x315/https%3A%2F%2Fspecials-images.forbesimg.com%2Fimageserve%2F5db0f06f616a4500070472d3%2F960x0.jpg%3FcropX1%3D0%26cropX2%3D1024%26cropY1%3D52%26cropY2%3D628,2019-10-24T11:30:00Z,"Queen Mary Hotel Dark Harbor experience
MediaNews Group via Getty Images
What better way to get into the Halloween spirit then with a stay at a haunted hotel? Luckily there are plenty of perfectly peculiar properties that offer incredibly eerie accommodatio… [+9174 chars]"
16,16,"{'id': None, 'name': 'Nejm.org'}","Jon Dorling, Jane Abbott, Janet Berrington, Beth Bosiak, Ursula Bowler, Elaine Boyle, Nicholas Embleton, Oliver Hewer, Samantha Johnson, Edmund Juszczak, Alison Leaf, Louise Linsell, Kenny McCormick, William McGuire, Omar Omar, Christopher Partlett, Mehali Patel, Tracy Roberts, Ben Stenson, John Townend",Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,Original Article from The New England Journal of Medicine — Controlled Trial of Two Incremental Milk-Feeding Rates in Preterm Infants,https://www.nejm.org/doi/full/10.1056/NEJMoa1816654,https://www.nejm.org/na101/home/literatum/publisher/mms/journals/content/nejm/2019/nejm_2019.381.issue-15/nejmoa1816654/20191007/images/img_small/nejmoa1816654_f1.jpeg,2019-10-04T02:00:53Z,"From the Division of NeonatalPerinatal Medicine, Dalhousie University, Halifax, NS, Canada (J.D.); and Bliss, London (J.A., M.P.), the National Perinatal Epidemiology Unit Clinical Trials Unit, Nuffield Department of Population Health, University of Oxford (B… [+1016 chars]"
17,17,"{'id': None, 'name': 'Yahoo.com'}",Laurent Belsie,Too much milk: Two nations’ travails with dairy policy,The U.S. has embraced exports. Canada keeps them out to manage its milk supply. Global markets pose a challenge to both.,https://news.yahoo.com/too-much-milk-two-nations-110927828.html,https://s.yimg.com/ny/api/res/1.2/9qqDMd8sFhIlLcXR8YUuNg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/HlPwgJTBeWtjkS.SzIsohA--~B/aD02MDA7dz05MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-us/csmonitor.com/72419b672012562d410c7369e3f6e75d,2019-10-16T11:09:27Z,"Standing in her barn outside Cambridge, Wisconsin, surrounded by cows with tags in their ears, Tina Hinchley is growing optimistic that the five-year crisis in Americas dairy industry is coming to an end.
We are not out of the woods yet, she says. But I see … [+7097 chars]"
18,18,"{'id': None, 'name': 'Globalnews.ca'}",Rachel Browne,"In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? - Global News","In 2015, Justin Trudeau declared ‘Canada is back’— so where are we now? Global News In 2019, Justin Trudeau has baggage - and faces a very different political landscape CBC.ca Jeered and cheered in Calgary, Trudeau spends final day of campaign in B.C. CTV New…",http://globalnews.ca/news/6047377/justin-trudeau-2015-and-now/,https://shawglobalnews.files.wordpress.com/2019/10/10276498.jpg?quality=70&strip=all&w=720&h=379&crop=1,2019-10-20T11:00:32Z,"Right after Justin Trudeau led the Liberals to a strong victory in the 2015 federal election, he declared that he would also guide Canada back to its rightful place on the global stage in the aftermath of a decade under the Conservatives.
To this countrys fr… [+15220 chars]"
19,19,"{'id': 'al-jazeera-english', 'name': 'Al Jazeera English'}",Al Jazeera,How risky is eating red meat for your health?,Researchers' advice that adults keep 'current unprocessed red meat consumption' draws sharp reaction from other experts.,https://www.aljazeera.com/news/2019/10/risky-eating-red-meat-health-191001115115895.html,https://www.aljazeera.com/mritems/Images/2019/10/1/8ed53ad1f3fe4ddfb94906968b9e399c_18.jpg,2019-10-01T13:08:49Z,"Cutting back on red meat is standard medical advice to prevent cancer and heart disease - but a review of dozens of studies has concluded that the potential risk is low and evidence uncertain.
In new guidelines published on Monday in the Annals of Internal M… [+2883 chars]"
